ratio_method,ratio_value,IR_original,clf_name,resampling_method,time_ratio,time_sampling,time_model,time_total
NoSampling,0,0.05,XGB,ADASYN,7.15255737304688E-07,2.38418579101562E-07,0.159892320632935,0.161542892456055
NoSampling,0,0.05,DT,ClusterCentroids,1.19209289550781E-06,2.38418579101562E-07,0.00917649269104004,0.0106019973754883
NoSampling,0,0.05,KNN,ClusterCentroids,7.15255737304688E-07,2.38418579101562E-07,0.0962760448455811,0.0972895622253418
NoSampling,0,0.05,LR,ClusterCentroids,4.76837158203125E-07,0,0.00791168212890625,0.00887393951416016
NoSampling,0,0.05,svmrbf,ClusterCentroids,7.15255737304688E-07,2.38418579101562E-07,0.0480952262878418,0.0490486621856689
NoSampling,0,0.05,svmlinear,ClusterCentroids,7.15255737304688E-07,4.76837158203125E-07,0.014225959777832,0.0151021480560303
NoSampling,0,0.05,RF,ClusterCentroids,7.15255737304688E-07,0,0.148279905319214,0.149147987365723
NoSampling,0,0.05,MLP,ClusterCentroids,7.15255737304688E-07,2.38418579101562E-07,0.139634609222412,0.140465974807739
NoSampling,0,0.05,XGB,ClusterCentroids,7.15255737304688E-07,2.38418579101562E-07,0.155002117156982,0.156658172607422
NoSampling,0,0.05,DT,SMOTE,4.76837158203125E-07,0,0.00916695594787598,0.0105431079864502
NoSampling,0,0.05,KNN,SMOTE,9.5367431640625E-07,0,0.0952422618865967,0.0962619781494141
NoSampling,0,0.05,LR,SMOTE,4.76837158203125E-07,2.38418579101562E-07,0.00796341896057129,0.00895285606384277
NoSampling,0,0.05,svmrbf,SMOTE,4.76837158203125E-07,2.38418579101562E-07,0.0480842590332031,0.0490365028381348
NoSampling,0,0.05,svmlinear,SMOTE,4.76837158203125E-07,2.38418579101562E-07,0.0143814086914063,0.0152840614318848
NoSampling,0,0.05,RF,SMOTE,4.76837158203125E-07,2.38418579101562E-07,0.148037195205688,0.148920059204102
NoSampling,0,0.05,MLP,SMOTE,4.76837158203125E-07,0,0.137651920318604,0.138507843017578
NoSampling,0,0.05,XGB,SMOTE,7.15255737304688E-07,2.38418579101562E-07,0.135784149169922,0.137430906295776
NoSampling,0,0.05,DT,SMOTEENN,7.15255737304688E-07,4.76837158203125E-07,0.00904440879821777,0.0103495121002197
NoSampling,0,0.05,KNN,SMOTEENN,4.76837158203125E-07,0,0.0934350490570068,0.0944187641143799
NoSampling,0,0.05,LR,SMOTEENN,4.76837158203125E-07,2.38418579101562E-07,0.00714302062988281,0.0080864429473877
NoSampling,0,0.05,svmrbf,SMOTEENN,4.29153442382813E-06,2.38418579101562E-07,0.0473771095275879,0.0482981204986572
NoSampling,0,0.05,svmlinear,SMOTEENN,4.76837158203125E-07,2.38418579101562E-07,0.0140314102172852,0.0149118900299072
NoSampling,0,0.05,RF,SMOTEENN,7.15255737304688E-07,2.38418579101562E-07,0.145212888717651,0.146482467651367
NoSampling,0,0.05,MLP,SMOTEENN,4.76837158203125E-07,0,0.134586572647095,0.135347127914429
NoSampling,0,0.05,XGB,SMOTEENN,7.15255737304688E-07,4.76837158203125E-07,0.129960060119629,0.131542921066284
NoSampling,0,0.05,DT,SMOTETomek,7.15255737304688E-07,2.38418579101562E-07,0.00887942314147949,0.0102133750915527
NoSampling,0,0.05,KNN,SMOTETomek,4.76837158203125E-07,2.38418579101562E-07,0.0920956134796143,0.0930955410003662
NoSampling,0,0.05,LR,SMOTETomek,7.15255737304688E-07,0,0.00776076316833496,0.00871753692626953
NoSampling,0,0.05,svmrbf,SMOTETomek,4.76837158203125E-07,0,0.0464811325073242,0.0473916530609131
NoSampling,0,0.05,svmlinear,SMOTETomek,4.05311584472656E-06,2.38418579101562E-07,0.0140228271484375,0.0149459838867188
NoSampling,0,0.05,RF,SMOTETomek,4.76837158203125E-07,2.38418579101562E-07,0.141747713088989,0.14258074760437
NoSampling,0,0.05,MLP,SMOTETomek,7.15255737304688E-07,4.76837158203125E-07,0.133010387420654,0.133800029754639
NoSampling,0,0.05,XGB,SMOTETomek,9.5367431640625E-07,4.76837158203125E-07,0.150311470031738,0.151869297027588
Op,0.578888888888889,0.05,DT,ROS,0.0123355388641357,0.000674247741699219,0.00765824317932129,0.0219886302947998
Op,0.578888888888889,0.05,KNN,ROS,0.0107204914093018,0.000622272491455078,0.109662532806396,0.121963500976563
